Player,Position,Age,Market Value,Nationality,Joined Club,Joined League,Transfer Fee
Facundo Gonzalez,Centre-Back,21,EUR2.00m,Uruguay,Feyenoord,Eredivisie,Loan fee:EUR500k
Oleksandr Syrota,Centre-Back,24,EUR2.00m,Ukraine,Maccabi Haifa,Ligat ha'Al,Loan fee:EUR500k
David Bates,Centre-Back,27,EUR2.00m,Scotland,Standard Liege,Jupiler Pro League,EUR500k
Can Keles,Right Winger,22,EUR2.00m,Austria,Karagumruk,1.Lig,EUR500k
Luca Zidane,Goalkeeper,26,EUR2.00m,France,Granada CF,LaLiga2,EUR500k
Yan Valery,Right-Back,25,EUR2.00m,Tunisia,Sheff Wed,Championship,EUR474k
Constantin Grameni,Central Midfield,21,EUR2.00m,Romania,FC Rapid,SuperLiga,EUR400k
Marco Richter,Attacking Midfield,26,EUR2.00m,Germany,Hamburger SV,2. Bundesliga,Loan fee:EUR300k
Thomas Henry,Centre-Forward,29,EUR2.00m,France,Palermo,Serie B,Loan fee:EUR280k
Nicolas Lopez,Centre-Forward,30,EUR2.00m,Uruguay,Nacional,Primera Division Clausura,Loan fee:EUR250k
Paul Jaeckel,Centre-Back,26,EUR2.00m,Germany,E. Braunschweig,2. Bundesliga,Loan fee:EUR200k
Edgar Sevikyan,Right Winger,23,EUR2.00m,Armenia,Loko Moscow,Premier Liga,Loan fee:EUR200k
Daisuke Yokota,Right Winger,24,EUR2.00m,Japan,1.FC K'lautern,2. Bundesliga,loan transfer
Xherdan Shaqiri,Attacking Midfield,32,EUR2.00m,Switzerland,FC Basel,Super League,free transfer
Maurice Krattenmacher,Attacking Midfield,18,EUR2.00m,Germany,Bayern Munich,Bundesliga,?
Cenk Tosun,Centre-Forward,33,EUR2.00m,Türkiye,Fenerbahce,Super Lig,free transfer
John Brooks,Centre-Back,31,EUR2.00m,United States,Hertha BSC,2. Bundesliga,free transfer
Maurice Krattenmacher,Attacking Midfield,18,EUR2.00m,Germany,SSV Ulm 1846,2. Bundesliga,loan transfer
Jakov Medic,Centre-Back,25,EUR2.00m,Croatia,VfL Bochum,Bundesliga,loan transfer
Koji Miyoshi,Right Midfield,27,EUR2.00m,Japan,VfL Bochum,Bundesliga,?
Bence Dardai,Attacking Midfield,18,EUR2.00m,Germany,VfL Wolfsburg,Bundesliga,free transfer
Gabriel Paulista,Centre-Back,33,EUR2.00m,Brazil,Besiktas,Super Lig,free transfer
Erencan Yardimci,Centre-Forward,22,EUR2.00m,Türkiye,Sturm Graz,Bundesliga,loan transfer
Rachid Ghezzal,Right Winger,32,EUR2.00m,Algeria,C. Rizespor,Super Lig,free transfer
Adu Ares,Right Winger,22,EUR2.00m,Spain,Real Zaragoza,LaLiga2,loan transfer
Amario Cozier-Duberry,Right Winger,19,EUR2.00m,England,Blackburn,Championship,loan transfer
Bendeguz Bolla,Right-Back,24,EUR2.00m,Hungary,Rapid Vienna,Bundesliga,free transfer
Emil Konradsen Ceide,Left Winger,22,EUR2.00m,Norway,Rosenborg,Eliteserien,loan transfer
Hector Hernandez,Centre-Forward,28,EUR2.00m,Spain,Corinthians,Serie A,free transfer
Yoann Cathline,Left Winger,22,EUR2.00m,France,FC Utrecht,Eredivisie,loan transfer
Luquinhas,Attacking Midfield,27,EUR2.00m,Brazil,Legia Warszawa,Ekstraklasa,loan transfer
Tymoteusz Puchacz,Left-Back,25,EUR2.00m,Poland,Holstein Kiel,Bundesliga,?
Martin Frese,Left-Back,26,EUR2.00m,Denmark,Hellas Verona,Serie A,free transfer
Luuk Brouwers,Attacking Midfield,26,EUR2.00m,Netherlands,Heerenveen,Eredivisie,?
Jesurun Rak-Sakyi,Right Winger,21,EUR2.00m,England,Sheff Utd,Championship,loan transfer
Allan Campbell,Central Midfield,26,EUR2.00m,Scotland,Charlton,League One,loan transfer
Karl Hein,Goalkeeper,22,EUR2.00m,Estonia,Real Valladolid,LaLiga,loan transfer
Jeff Reine-Adelaide,Attacking Midfield,26,EUR2.00m,France,Salernitana,Serie B,free transfer
Szymon Wlodarczyk,Centre-Forward,21,EUR2.00m,Poland,Salernitana,Serie B,loan transfer
Nathanael Mbuku,Left Winger,22,EUR2.00m,DR Congo,Dinamo Zagreb,SuperSport HNL,?
Ivan Perisic,Left Winger,35,EUR2.00m,Croatia,Hajduk Split,SuperSport HNL,free transfer
Patric Pfeiffer,Centre-Back,24,EUR2.00m,Ghana,BSC Young Boys,Super League,loan transfer
Adnan Januzaj,Right Winger,29,EUR2.00m,Belgium,UD Las Palmas,LaLiga,loan transfer
Louis Patris,Right-Back,23,EUR2.00m,Belgium,Sint-Truiden,Jupiler Pro League,loan transfer
Lucas Oliveira,Centre-Back,28,EUR2.00m,Brazil,Kyoto Sanga,J1 League,loan transfer
Nacho Ferri,Centre-Forward,19,EUR2.00m,Spain,KV Kortrijk,Jupiler Pro League,loan transfer
Takuro Kaneko,Right Winger,26,EUR2.00m,Japan,KV Kortrijk,Jupiler Pro League,?
Alex Sandro,Left-Back,33,EUR2.00m,Brazil,Flamengo,Serie A,free transfer
Alvaro Tejero,Right-Back,27,EUR2.00m,Spain,Espanyol,LaLiga,free transfer
Junior Sambia,Right-Back,27,EUR2.00m,France,FC Empoli,Serie A,loan transfer
Tudor Baluta,Defensive Midfield,25,EUR2.00m,Romania,Slask Wroclaw,Ekstraklasa,free transfer
Dylan Chambost,Attacking Midfield,26,EUR2.00m,France,Columbus,MLS,?
Omer Atzili,Right Winger,31,EUR2.00m,Israel,Omonia Nikosia,Cyprus League,free transfer
Alan Medina,Right Winger,26,EUR2.00m,Uruguay,Penarol,Primera Division Clausura,loan transfer
George Hall,Right Winger,20,EUR2.00m,England,Walsall,League Two,loan transfer
Vicente Taborda,Attacking Midfield,23,EUR2.00m,Argentina,Platense,Liga Profesional,loan transfer
Marcos Alonso,Left-Back,33,EUR2.00m,Spain,Celta de Vigo,LaLiga,free transfer
Cheick Souare,Left Midfield,21,EUR2.00m,France,Viktoria Plzen,Chance Liga,?
Garcia,Right-Back,22,EUR2.00m,Brazil,Nacional,Liga Portugal,loan transfer
Matheus Dias,Defensive Midfield,22,EUR2.00m,Brazil,Nacional,Liga Portugal,loan transfer
Alessandro Bellemo,Central Midfield,28,EUR2.00m,Italy,Sampdoria,Serie B,loan transfer
German Valera,Right Winger,22,EUR2.00m,Spain,Valencia,LaLiga,free transfer
Joao Ferreira,Right-Back,23,EUR2.00m,Portugal,SC Braga,Liga Portugal,loan transfer
Konstantin Kuchaev,Attacking Midfield,26,EUR2.00m,Russia,Rostov,Premier Liga,free transfer
Tiemoue Bakayoko,Defensive Midfield,30,EUR2.00m,France,PAOK Salonika,Super League 1,?
Moussa Diarra,Centre-Back,23,EUR2.00m,Mali,Alaves,LaLiga,free transfer
Callum Marshall,Centre-Forward,19,EUR2.00m,Northern Ireland,Huddersfield,League One,loan transfer
Shurandy Sambo,Right-Back,22,EUR2.00m,Netherlands,Burnley,Championship,free transfer
Amario Cozier-Duberry,Right Winger,19,EUR2.00m,England,Brighton,Premier League,free transfer
Adria Altimira,Right-Back,23,EUR2.00m,Spain,CD Leganes,LaLiga,loan transfer
Tristan Gooijer,Right-Back,19,EUR2.00m,Netherlands,PEC Zwolle,Eredivisie,loan transfer
Jamiro Monteiro,Central Midfield,30,EUR2.00m,Cape Verde,PEC Zwolle,Eredivisie,free transfer
Jim Allevinah,Right Winger,29,EUR2.00m,Gabon,Angers SCO,Ligue 1,free transfer
Luciano Vietto,Centre-Forward,30,EUR2.00m,Argentina,Racing Club,Liga Profesional,free transfer
Antonio Puertas,Right Winger,32,EUR2.00m,Spain,SD Eibar,LaLiga2,free transfer
Pipa,Right-Back,26,EUR2.00m,Spain,Burgos CF,LaLiga2,loan transfer
Andrey,Defensive Midfield,26,EUR2.00m,Brazil,Ceara SC,Serie B,loan transfer
Sekou Gassama,Attacking Midfield,23,EUR2.00m,United Arab Emirates,Al-Ain,UAE Pro League,?
Cesar Perez,Central Midfield,21,EUR2.00m,Chile,Defensa,Liga Profesional,?
Erik Lamela,Right Winger,32,EUR2.00m,Argentina,AEK Athens,Super League 1,free transfer
Roberto Pereyra,Central Midfield,33,EUR2.00m,Argentina,AEK Athens,Super League 1,free transfer
Lino Sousa,Left-Back,19,EUR2.00m,England,Bristol Rovers,League One,loan transfer
Carlos Dotor,Central Midfield,23,EUR2.00m,Spain,Real Oviedo,LaLiga2,loan transfer
Oscar Melendo,Attacking Midfield,27,EUR2.00m,Spain,Cadiz CF,LaLiga2,?
Omari Forson,Right Winger,19,EUR2.00m,England,Monza,Serie A,free transfer
Massadio Haidara,Left-Back,31,EUR2.00m,Mali,Stade Brestois,Ligue 1,free transfer
Sebastian Palacios,Right Winger,32,EUR2.00m,Argentina,CA Talleres,Liga Profesional,free transfer
Demba Seck,Right Winger,23,EUR2.00m,Senegal,Catanzaro,Serie B,loan transfer
Stiven Shpendi,Centre-Forward,21,EUR2.00m,Albania,Carrarese,Serie B,loan transfer
Salvador Reyes,Left-Back,26,EUR2.00m,Mexico,Leon,Liga MX Apertura,?
Diego Hernandez,Attacking Midfield,24,EUR2.00m,Uruguay,Leon,Liga MX Apertura,loan transfer
Marcel Tisserand,Centre-Back,31,EUR2.00m,DR Congo,Al-Khaleej,Saudi Pro League,loan transfer
Stuart Armstrong,Central Midfield,32,EUR2.00m,Scotland,Vancouver,MLS,free transfer
Nathan,Right-Back,22,EUR2.00m,Brazil,Internacional,Serie A,loan transfer
Everton Galdino,Right Winger,27,EUR2.00m,Brazil,FC Tokyo,J1 League,loan transfer
Fredrik Midtsjo,Central Midfield,30,EUR2.00m,Norway,Eyupspor,Super Lig,?
Emre Mor,Right Winger,27,EUR2.00m,Türkiye,Eyupspor,Super Lig,loan transfer
Patrick de Paula,Defensive Midfield,24,EUR2.00m,Brazil,Criciuma EC,Serie A,loan transfer
Mamadou Loum,Defensive Midfield,27,EUR2.00m,Senegal,Arouca,Liga Portugal,free transfer
David Ospina,Goalkeeper,35,EUR2.00m,Colombia,Atl. Nacional,Liga DIMAYOR II,free transfer
Eduardo Aguirre,Centre-Forward,25,EUR2.00m,Mexico,Atlas,Liga MX Apertura,?
Emi Rodriguez,Right Winger,21,EUR2.00m,Mexico,Celta Fortuna,Primera Federacion - Gr. I,loan transfer
Oriol Romeu,Defensive Midfield,32,EUR2.00m,Spain,Girona,LaLiga,loan transfer
Adama Traore,Attacking Midfield,29,EUR2.00m,Mali,Amed SK,1.Lig,free transfer
Chico Geraldes,Attacking Midfield,29,EUR2.00m,Portugal,Eldense,LaLiga2,loan transfer
Matija Popovic,Attacking Midfield,18,EUR2.00m,Serbia,Napoli U19,Primavera 2 - B,free transfer
Domingo Blanco,Right Winger,29,EUR2.00m,Argentina,Club Tijuana,Liga MX Apertura,free transfer
Farid Boulaya,Attacking Midfield,31,EUR2.00m,Algeria,Al-Wakrah SC,Stars League,free transfer
Fedor Smolov,Centre-Forward,34,EUR2.00m,Russia,Krasnodar,Premier Liga,free transfer
Ignacio de Arruabarrena,Goalkeeper,27,EUR2.00m,Uruguay,Al-Wehda,Saudi Pro League,free transfer
Flavio,Central Midfield,28,EUR2.00m,Brazil,Al-Taawoun,Saudi Pro League,free transfer
Faiz Selemani,Left Winger,30,EUR2.00m,Comoros,Al-Riyadh,Saudi Pro League,?
Ahmed Hegazy,Centre-Back,33,EUR2.00m,Egypt,NEOM SC,Saudi First Division League,free transfer
Mateo Tanlongo,Defensive Midfield,21,EUR2.00m,Argentina,Pafos FC,Cyprus League,loan transfer
Carlos Salcedo,Centre-Back,30,EUR2.00m,Mexico,FC Juarez,Liga MX Apertura,free transfer
Moussa Marega,Centre-Forward,33,EUR2.00m,Mali,Al-Diraiyah FC,N/A,?
Marcos Paulo,Left Winger,23,EUR2.00m,Portugal,RWDM,Challenger Pro League,loan transfer
Artem Dzyuba,Centre-Forward,36,EUR2.00m,Russia,Akron Togliatti,Premier Liga,free transfer
Cedric Teuchert,Centre-Forward,27,EUR2.00m,Germany,St. Louis CITY,MLS,free transfer
Jordan Sierra,Central Midfield,27,EUR2.00m,Ecuador,Mazatlan FC,Liga MX Apertura,?
Andreas Hountondji,Centre-Forward,22,EUR1.80m,Benin,Burnley,Championship,EUR4.00m
Milton Gimenez,Centre-Forward,27,EUR1.80m,Argentina,Boca Juniors,Liga Profesional,EUR3.70m
Luan,Centre-Back,31,EUR1.80m,Brazil,Toluca,Liga MX Apertura,EUR3.30m
Abel Bretones,Left-Back,23,EUR1.80m,Spain,CA Osasuna,LaLiga,EUR2.80m
Hyeon-gyu Oh,Centre-Forward,23,EUR1.80m,"Korea, South",KRC Genk,Jupiler Pro League,EUR2.70m
Eduardo Guerrero,Centre-Forward,24,EUR1.80m,Panama,Dynamo Kyiv,Premier Liga,EUR2.50m
Agustin Martegani,Attacking Midfield,24,EUR1.80m,Argentina,Boca Juniors,Liga Profesional,EUR2.40m
Mason Burstow,Centre-Forward,21,EUR1.80m,England,Hull City,Championship,EUR2.35m
Louis Munteanu,Centre-Forward,22,EUR1.80m,Romania,CFR Cluj,SuperLiga,EUR2.30m
Pedro Mendes,Centre-Forward,24,EUR1.80m,Portugal,Modena,Serie B,EUR2.20m
Emil Bohinen,Defensive Midfield,25,EUR1.80m,Norway,Genoa,Serie A,EUR2.00m
Jesper Karlstrom,Defensive Midfield,29,EUR1.80m,Sweden,Udinese Calcio,Serie A,EUR2.00m
Rodrigo Saravia,Defensive Midfield,23,EUR1.80m,Uruguay,Rostov,Premier Liga,EUR1.95m
Nestory Irankunda,Right Winger,18,EUR1.80m,Australia,FC Bayern II,Regionalliga Bayern,EUR3.00m
Iker Losada,Second Striker,22,EUR1.80m,Spain,Real Betis,LaLiga,EUR1.80m
Chukwubuikem Ikwuemesi,Centre-Forward,22,EUR1.80m,Nigeria,OH Leuven,Jupiler Pro League,EUR1.80m
Jacob Trenskow,Right Winger,23,EUR1.80m,Denmark,Heerenveen,Eredivisie,EUR1.50m
Fran Brodic,Centre-Forward,27,EUR1.80m,Croatia,Ujpest FC,NB I.,EUR1.50m
Danila Kozlov,Attacking Midfield,19,EUR1.80m,Russia,Krasnodar,Premier Liga,EUR1.25m
Ivan Prtajin,Centre-Forward,28,EUR1.80m,Croatia,Union Berlin,Bundesliga,EUR1.00m
Valentyn Rubchynskyi,Central Midfield,22,EUR1.80m,Ukraine,Dynamo Kyiv,Premier Liga,EUR1.00m
Niccolo Pierozzi,Right-Back,22,EUR1.80m,Italy,Palermo,Serie B,EUR1.00m
Leopold Wahlstedt,Goalkeeper,24,EUR1.80m,Sweden,Aarhus GF,Superliga,EUR1.00m
Marco Curto,Centre-Back,25,EUR1.80m,Italy,Como,Serie A,EUR1.00m
Gabriel Fuentes,Left-Back,27,EUR1.80m,Colombia,Fluminense,Serie A,EUR1.00m
Darko Nejasmic,Defensive Midfield,25,EUR1.80m,Croatia,Sharjah FC,UAE Pro League,EUR1.00m
Yazan Al-Naimat,Centre-Forward,25,EUR1.80m,Jordan,Al-Arabi SC,Stars League,EUR896k
Stefan Teitur Thordarson,Central Midfield,25,EUR1.80m,Iceland,Preston,Championship,EUR830k
Kenzo Goudmijn,Central Midfield,22,EUR1.80m,Netherlands,Derby,Championship,EUR820k
Kevin Velasco,Right Winger,27,EUR1.80m,Colombia,Puebla FC,Liga MX Apertura,EUR744k
Gabriel Neves,Defensive Midfield,26,EUR1.80m,Uruguay,Estudiantes LP,Liga Profesional,EUR735k
Youcef Belaili,Left Winger,32,EUR1.80m,Algeria,Esperance,Ligue I Pro,EUR679k
Cristian Ferreira,Central Midfield,24,EUR1.80m,Argentina,Argentinos Jrs.,Liga Profesional,EUR631k
Aleksa Djurasovic,Defensive Midfield,21,EUR1.80m,Serbia,Akron Togliatti,Premier Liga,EUR500k
Michael Cuisance,Central Midfield,24,EUR1.80m,France,Hertha BSC,2. Bundesliga,EUR300k
Agustin Palavecino,Central Midfield,27,EUR1.80m,Argentina,Necaxa,Liga MX Apertura,Loan fee:EUR280k
Birger Verstraete,Defensive Midfield,30,EUR1.80m,Belgium,OH Leuven,Jupiler Pro League,EUR200k
Mika Baur,Left Winger,19,EUR1.80m,Germany,SC Paderborn,2. Bundesliga,EUR100k
Stefanos Tzimas,Centre-Forward,18,EUR1.80m,Greece,1.FC Nuremberg,2. Bundesliga,loan transfer
Killian Corredor,Centre-Forward,23,EUR1.80m,France,Darmstadt 98,2. Bundesliga,?
Neraysho Kasanwirjo,Right-Back,22,EUR1.80m,Netherlands,Rangers,Premiership,loan transfer
Ager Aketxe,Attacking Midfield,30,EUR1.80m,Spain,Real Zaragoza,LaLiga2,free transfer
Lewis Baker,Central Midfield,29,EUR1.80m,England,Blackburn,Championship,loan transfer
Aiham Ousou,Centre-Back,24,EUR1.80m,Syria,R Charleroi SC,Jupiler Pro League,loan transfer
Mounir Chouiar,Left Winger,25,EUR1.80m,France,FC Zurich,Super League,loan transfer
Grigoris Kastanos,Attacking Midfield,26,EUR1.80m,Cyprus,Hellas Verona,Serie A,loan transfer
Tyrese Campbell,Centre-Forward,24,EUR1.80m,England,Sheff Utd,Championship,free transfer
Adrian Embarba,Right Winger,32,EUR1.80m,Spain,Rayo Vallecano,LaLiga,loan transfer
Lazar Randjelovic,Right Winger,27,EUR1.80m,Serbia,Vojvodina,Super liga Srbije,?
Tomas Veron Lupi,Right Winger,24,EUR1.80m,Argentina,Grasshoppers,Super League,loan transfer
Andros Townsend,Right Winger,33,EUR1.80m,England,Antalyaspor,Super Lig,?
Chris Willock,Left Winger,26,EUR1.80m,England,Cardiff,Championship,free transfer
Daniel Naumov,Goalkeeper,26,EUR1.80m,Bulgaria,OFI Crete FC,Super League 1,free transfer
Dani Garcia,Central Midfield,34,EUR1.80m,Spain,Olympiacos,Super League 1,free transfer
Facundo Batista,Centre-Forward,25,EUR1.80m,Uruguay,Penarol,Primera Division Clausura,loan transfer
Renat Dadashov,Centre-Forward,25,EUR1.80m,Azerbaijan,Ankaragucu,1.Lig,?
Dane Scarlett,Centre-Forward,20,EUR1.80m,England,Oxford United,Championship,loan transfer
Kevin Bonifazi,Centre-Back,28,EUR1.80m,Italy,Lecce,Serie A,loan transfer
Japhet Tanganga,Centre-Back,25,EUR1.80m,England,Millwall,Championship,free transfer
Ebenezer Akinsanmiro,Central Midfield,19,EUR1.80m,Nigeria,Sampdoria,Serie B,loan transfer
Alberto Moreno,Left-Back,32,EUR1.80m,Spain,Como,Serie A,free transfer
Gabri Martinez,Left Winger,21,EUR1.80m,Spain,SC Braga,Liga Portugal,free transfer
Aissa Mandi,Centre-Back,32,EUR1.80m,Algeria,LOSC Lille,Ligue 1,free transfer
Facundo Garces,Centre-Back,25,EUR1.80m,Argentina,Alaves,LaLiga,free transfer
Arthur Okonkwo,Goalkeeper,22,EUR1.80m,England,Wrexham,League One,free transfer
Marco Curto,Centre-Back,25,EUR1.80m,Italy,Cesena,Serie B,loan transfer
Malcom Bokele,Centre-Back,24,EUR1.80m,Cameroon,Goztepe,Super Lig,free transfer
Aitor Cantalapiedra,Right Winger,28,EUR1.80m,Spain,AEK Larnaca,Cyprus League,?
Darko Gyabi,Central Midfield,20,EUR1.80m,England,Plymouth,Championship,loan transfer
Duvan Vergara,Left Winger,27,EUR1.80m,Colombia,CD America,Liga DIMAYOR II,free transfer
Danil Krugovoy,Left-Back,26,EUR1.80m,Russia,CSKA Moscow,Premier Liga,free transfer
Thomas van den Belt,Defensive Midfield,23,EUR1.80m,Netherlands,Castellon,LaLiga2,loan transfer
Stefan Mitrovic,Left Winger,22,EUR1.80m,Serbia,OH Leuven,Jupiler Pro League,loan transfer
Henrique Pereira,Left Winger,22,EUR1.80m,Portugal,Casa Pia,Liga Portugal,loan transfer
Ivan Rodriguez,Defensive Midfield,28,EUR1.80m,Mexico,America,Liga MX Apertura,loan transfer
Rhys Williams,Centre-Back,23,EUR1.80m,England,Morecambe FC,League Two,loan transfer
Iqraam Rayners,Centre-Forward,28,EUR1.80m,South Africa,Sundowns,Betway Premiership,?
Anastasios Chatzigiovanis,Left Winger,27,EUR1.80m,Greece,Eyupspor,Super Lig,free transfer
Bilal Boutobba,Right Winger,26,EUR1.80m,France,Hatayspor,Super Lig,?
Filippo Distefano,Second Striker,20,EUR1.80m,Italy,Frosinone,Serie B,loan transfer
Kristoffer Klaesson,Goalkeeper,23,EUR1.80m,Norway,Rakow,Ekstraklasa,free transfer
Kevin Rodrigues,Left-Back,30,EUR1.80m,Portugal,Kasimpasa,Super Lig,free transfer
Oleksiy Kashchuk,Right Winger,24,EUR1.80m,Ukraine,Qarabag FK,Premyer Liqa,free transfer
Ui-jo Hwang,Centre-Forward,32,EUR1.80m,"Korea, South",Alanyaspor,Super Lig,?
Alexander Scholz,Centre-Back,31,EUR1.80m,Denmark,Al-Wakrah SC,Stars League,?
Ivan Tapia,Central Midfield,25,EUR1.80m,Argentina,Barracas C.,Liga Profesional,free transfer
Eden Karzev,Defensive Midfield,24,EUR1.80m,Israel,SZ Peng City,Super League,loan transfer
Rafa Rodrigues,Left-Back,22,EUR1.80m,Portugal,Avs FS,Liga Portugal,loan transfer
German Onugkha,Centre-Forward,28,EUR1.70m,Russia,FC Copenhagen,Superliga,EUR1.50m
Takumu Kawamura,Defensive Midfield,24,EUR1.70m,Japan,RB Salzburg,Bundesliga,EUR1.50m
Marius Stefanescu,Right Winger,25,EUR1.70m,Romania,FCSB,SuperLiga,EUR1.30m
Ricardinho,Centre-Forward,23,EUR1.70m,Brazil,Viktoria Plzen,Chance Liga,EUR1.20m
Jemerson,Centre-Back,31,EUR1.70m,Brazil,Gremio,Serie A,EUR700k
Andres Herrera,Right-Back,25,EUR1.70m,Argentina,Columbus,MLS,Loan fee:EUR275k
Caden Clark,Attacking Midfield,21,EUR1.70m,United States,Montreal,MLS,EUR46k
Vaclav Jurecka,Centre-Forward,30,EUR1.70m,Czech Republic,C. Rizespor,Super Lig,?
Alexis Tibidi,Left Winger,20,EUR1.70m,France,LASK,Bundesliga,?
Soner Dikmen,Central Midfield,30,EUR1.70m,Türkiye,Antalyaspor,Super Lig,free transfer
Pedro Santos,Right Winger,21,EUR1.70m,Portugal,Moreirense,Liga Portugal,loan transfer
Davide Veroli,Left-Back,21,EUR1.70m,Italy,Sampdoria,Serie B,loan transfer
Isak Jensen,Left Winger,20,EUR1.70m,Denmark,Viborg FF,Superliga,?
Haris Belkebla,Central Midfield,30,EUR1.70m,Algeria,Angers SCO,Ligue 1,free transfer
Max Meyer,Attacking Midfield,28,EUR1.70m,Germany,APOEL Nicosia,Cyprus League,free transfer
Franco Moyano,Central Midfield,26,EUR1.70m,Argentina,CA Talleres,Liga Profesional,free transfer
Federico Zuccon,Central Midfield,21,EUR1.70m,Italy,Juve Stabia,Serie B,loan transfer
Nicholas Pierini,Right Winger,26,EUR1.70m,Italy,Sassuolo,Serie B,?
Guven Yalcin,Centre-Forward,25,EUR1.70m,Türkiye,Arouca,Liga Portugal,loan transfer
Mbaye Diagne,Centre-Forward,32,EUR1.70m,Senegal,NEOM SC,Saudi First Division League,?
Idan Toklomati,Centre-Forward,20,EUR1.60m,Israel,Crown Legacy FC,MLS Next Pro,EUR3.50m
Delano Burgzorg,Left Winger,25,EUR1.60m,Suriname,Middlesbrough,Championship,EUR2.75m
Rikelme,Left-Back,21,EUR1.60m,Brazil,Shabab Al-Ahli,UAE Pro League,EUR2.75m
Daniel Birligea,Centre-Forward,24,EUR1.60m,Romania,FCSB,SuperLiga,EUR2.50m
Ermal Krasniqi,Left Winger,25,EUR1.60m,Kosovo,Sparta Prague,Chance Liga,EUR2.00m
Massimiliano Mangraviti,Centre-Back,26,EUR1.60m,Italy,Cesena,Serie B,EUR300k
Marley Ake,Left Winger,23,EUR1.60m,France,Yverdon Sport,Super League,?
Ahmed Touba,Centre-Back,26,EUR1.60m,Algeria,KV Mechelen,Jupiler Pro League,loan transfer
Pablo Rodriguez,Second Striker,22,EUR1.60m,Spain,Racing,LaLiga2,loan transfer
Louie Sibley,Central Midfield,22,EUR1.60m,England,Oxford United,Championship,free transfer
Charles Aranguiz,Central Midfield,35,EUR1.60m,Chile,U. de Chile,Primera Division,free transfer
Mateusz Lis,Goalkeeper,27,EUR1.60m,Poland,Goztepe,Super Lig,?
Paulino de la Fuente,Right Winger,27,EUR1.60m,Spain,Real Oviedo,LaLiga2,?
Ilyas Chaira,Right Winger,23,EUR1.60m,Morocco,Real Oviedo,LaLiga2,loan transfer
Emiliano Gomez,Second Striker,22,EUR1.60m,Uruguay,Puebla FC,Liga MX Apertura,loan transfer
Giorgi Kvilitaia,Centre-Forward,30,EUR1.60m,Georgia,Aris Limassol,Cyprus League,free transfer
Alfa Semedo,Defensive Midfield,26,EUR1.60m,Guinea-Bissau,NEOM SC,Saudi First Division League,free transfer
Taylan Antalyali,Central Midfield,29,EUR1.60m,Türkiye,Bodrum FK,Super Lig,loan transfer
Gokhan Akkan,Goalkeeper,29,EUR1.60m,Türkiye,Bodrum FK,Super Lig,?
Franjo Ivanovic,Centre-Forward,20,EUR1.50m,Croatia,Union SG,Jupiler Pro League,EUR4.00m
Antoine Joujou,Left Winger,21,EUR1.50m,France,Parma,Serie A,EUR3.00m
Mihailo Ivanovic,Centre-Forward,19,EUR1.50m,Serbia,Millwall,Championship,EUR3.00m
Pau Victor,Centre-Forward,22,EUR1.50m,Spain,Barcelona,LaLiga,EUR2.70m
Norman Bassette,Centre-Forward,19,EUR1.50m,Belgium,Coventry,Championship,EUR2.70m
Kaishu Sano,Defensive Midfield,23,EUR1.50m,Japan,1.FSV Mainz 05,Bundesliga,EUR2.50m
Dmitriy Vorobyov,Centre-Forward,26,EUR1.50m,Russia,Loko Moscow,Premier Liga,EUR2.50m
Marc Oliver Kempf,Centre-Back,29,EUR1.50m,Germany,Como,Serie A,EUR2.50m
Nikolas Sattlberger,Defensive Midfield,20,EUR1.50m,Austria,KRC Genk,Jupiler Pro League,EUR2.50m
Jose Juan Macias,Centre-Forward,24,EUR1.50m,Mexico,Santos Laguna,Liga MX Apertura,EUR2.33m
Lasso Coulibaly,Right Winger,21,EUR1.50m,Cote d'Ivoire,AJ Auxerre,Ligue 1,EUR2.00m
Amath Ndiaye,Right Winger,27,EUR1.50m,Senegal,Real Valladolid,LaLiga,EUR2.00m
Alaa Ghram,Centre-Back,22,EUR1.50m,Tunisia,Shakhtar D.,Premier Liga,EUR2.00m
Hugo Moura,Defensive Midfield,26,EUR1.50m,Brazil,Vasco da Gama,N/A,EUR2.00m
Maxime Dominguez,Attacking Midfield,28,EUR1.50m,Switzerland,Vasco da Gama,Serie A,EUR2.00m
Kialonda Gaspar,Centre-Back,26,EUR1.50m,Angola,Lecce,Serie A,EUR2.00m
Ignacio,Centre-Back,27,EUR1.50m,Brazil,Fluminense,Serie A,EUR2.00m
David Schnegg,Left-Back,25,EUR1.50m,Austria,D.C. United,MLS,EUR1.85m
Javier Correa,Centre-Forward,31,EUR1.50m,Argentina,Colo-Colo,Primera Division,EUR1.85m
Saul Salcedo,Centre-Back,26,EUR1.50m,Paraguay,Newell's,Liga Profesional,EUR1.84m
Emil Hansson,Left Winger,26,EUR1.50m,Sweden,Birmingham,League One,EUR1.75m
Joao Marcelo,Centre-Back,24,EUR1.50m,Brazil,Cruzeiro,Serie A,EUR2.50m
Uros Djurdjevic,Centre-Forward,30,EUR1.50m,Montenegro,Atlas,Liga MX Apertura,EUR2.00m
Michael Santos,Centre-Forward,31,EUR1.50m,Uruguay,Velez Sarsfield,Liga Profesional,EUR1.84m
Julien Le Cardinal,Centre-Back,26,EUR1.50m,France,Stade Brestois,Ligue 1,EUR1.70m
Felipe Loyola,Right-Back,23,EUR1.50m,Chile,Independiente,Liga Profesional,EUR1.65m
